,Time(sec),Position(mm)
25,5.173,34.026
26,5.373,35.666
27,5.573,37.307
28,5.773,38.4
29,5.973,40.04
30,6.173,41.681
31,6.373,43.321
32,6.573,44.961
33,6.773,46.601
34,6.973,47.695
35,7.174,49.335
36,7.373,50.975
37,7.573,52.069
38,7.773,53.709
39,7.973,55.349
40,8.173,56.989
41,8.373,58.63
42,8.574,60.27
43,8.773,61.91
44,8.973,63.004
45,9.173,64.644
46,9.373,66.284
47,9.573,67.378
48,9.773,69.018
49,9.973,70.658
50,10.173,72.298
51,10.373,73.938
52,10.573,75.579
53,10.773,77.219
54,10.974,78.859
55,11.173,79.953
56,11.373,81.593
57,11.573,83.233
58,11.773,84.873
59,11.973,86.514
60,12.173,87.607
61,12.373,89.247
62,12.573,90.887
63,12.773,92.528
64,12.973,93.621
65,13.173,95.261
66,13.373,96.902
67,13.573,98.542
68,13.774,100.182
69,13.973,101.822
70,14.173,102.916
71,14.373,104.556
72,14.573,106.196
73,14.773,107.29
74,14.973,108.93
75,15.173,110.57
76,15.373,112.21
77,15.573,113.851
78,15.773,115.491
79,15.973,117.131
80,16.173,118.225
81,16.373,119.865
82,16.573,121.505
83,16.773,123.145
84,16.973,124.786
85,17.173,125.879
86,17.373,127.519
87,17.573,129.16
88,17.773,130.8
89,17.973,131.893
90,18.173,133.533
91,18.373,135.174
92,18.573,136.814
93,18.773,138.454
94,18.974,139.548
95,19.173,141.188
96,19.373,142.828
97,19.573,144.468
98,19.773,145.562
99,19.973,147.202
100,20.173,148.842
101,20.374,150.483
102,20.573,152.123
103,20.773,153.763
104,20.973,154.856
105,21.173,156.497
106,21.373,158.137
107,21.573,159.23
108,21.774,160.871
109,21.984,162.511
110,22.173,164.151
111,22.373,165.791
112,22.573,167.432
113,22.773,168.525
114,22.973,170.165
115,23.173,171.806
116,23.373,173.446
117,23.573,175.086
118,23.773,176.726
119,23.973,177.82
120,24.173,179.46
121,24.373,181.1
122,24.573,182.74
123,24.773,183.834
124,24.973,185.474
125,25.173,187.114
126,25.373,188.755
127,25.573,189.848
128,25.773,191.488
129,25.973,193.129
130,26.173,194.769
131,26.373,196.409
132,26.573,198.049
133,26.773,199.143
134,26.973,200.783
135,27.173,202.423
136,27.373,204.063
137,27.573,205.157
138,27.773,206.797
139,27.973,208.437
140,28.173,210.078
141,28.373,211.718
142,28.573,212.811
143,28.773,214.452
144,28.973,216.092
145,29.173,217.732
146,29.373,218.825
147,29.573,220.466
148,29.773,222.106
149,29.973,223.746
150,30.173,225.386
151,30.373,226.48
152,30.573,228.12
153,30.773,229.76
154,30.973,231.401
155,31.173,233.041
156,31.374,234.134
157,31.573,235.775
158,31.773,237.415
159,31.973,239.055
160,32.173,240.148
161,32.373,241.789
162,32.573,243.429
163,32.773,244.522
164,32.973,246.163
