,Time(sec),Position(mm)
50,10.001,13.797
51,10.201,14.343
52,10.401,14.89
53,10.601,15.437
54,10.801,15.437
55,11.001,15.984
56,11.201,16.53
57,11.401,16.53
58,11.601,17.624
59,11.801,17.624
60,12.001,18.171
61,12.201,18.717
62,12.401,18.717
63,12.601,19.264
64,12.801,19.811
65,13.001,20.358
66,13.201,20.358
67,13.402,20.904
68,13.601,21.451
69,13.801,21.451
70,14.001,21.998
71,14.202,22.545
72,14.401,23.091
73,14.601,23.638
74,14.801,23.638
75,15.001,24.185
76,15.201,24.732
77,15.401,25.278
78,15.602,25.825
79,15.801,25.825
80,16.001,26.372
81,16.201,26.918
82,16.401,26.918
83,16.601,27.465
84,16.802,28.012
85,17.001,28.559
86,17.201,28.559
87,17.401,29.105
88,17.601,29.652
89,17.801,30.199
90,18.001,30.199
91,18.201,30.746
92,18.401,31.292
93,18.601,31.839
94,18.801,31.839
95,19.002,32.386
96,19.201,32.933
97,19.401,33.479
98,19.601,34.026
99,19.802,34.026
100,20.001,34.573
101,20.201,35.12
102,20.401,35.12
103,20.601,35.666
104,20.801,36.213
105,21.002,36.213
106,21.201,36.76
107,21.401,37.307
108,21.601,37.853
109,21.801,37.853
110,22.001,38.4
111,22.201,38.947
112,22.401,39.494
113,22.601,39.494
114,22.801,40.04
115,23.001,40.587
116,23.201,41.134
117,23.401,41.134
118,23.601,41.681
119,23.801,42.227
120,24.001,42.227
121,24.201,42.774
122,24.401,43.321
123,24.601,43.868
124,24.801,43.868
125,25.001,44.414
126,25.201,44.961
127,25.401,45.508
128,25.601,46.055
129,25.802,46.055
130,26.001,46.601
131,26.201,47.148
132,26.402,47.148
133,26.601,47.695
134,26.801,48.241
135,27.001,48.788
136,27.201,48.788
137,27.401,49.335
138,27.601,49.882
139,27.801,50.428
140,28.001,50.428
141,28.201,50.975
142,28.401,51.522
143,28.601,52.069
144,28.801,52.615
145,29.001,52.615
146,29.201,53.162
147,29.401,53.709
148,29.601,53.709
149,29.801,54.256
150,30.002,54.802
151,30.201,55.349
152,30.401,55.349
153,30.601,55.896
154,30.801,56.443
155,31.001,56.989
156,31.201,56.989
157,31.401,57.536
158,31.601,58.083
159,31.801,58.63
160,32.001,59.176
161,32.201,59.176
162,32.401,59.723
163,32.601,60.27
164,32.801,60.27
165,33.001,60.817
166,33.201,61.363
167,33.401,61.91
168,33.601,61.91
169,33.801,62.457
170,34.001,63.004
171,34.201,63.55
172,34.401,63.55
173,34.601,64.097
174,34.801,64.644
175,35.001,65.191
176,35.201,65.737
177,35.401,66.284
178,35.601,66.284
179,35.801,66.831
180,36.001,67.378
181,36.202,67.378
182,36.401,67.924
183,36.601,68.471
184,36.801,69.018
185,37.001,69.018
186,37.201,69.564
187,37.401,70.111
188,37.602,70.658
189,37.801,70.658
190,38.001,71.205
191,38.201,71.751
192,38.401,72.298
193,38.601,72.845
194,38.801,72.845
195,39.001,73.392
196,39.201,73.938
197,39.401,74.485
198,39.601,74.485
199,39.801,75.032
200,40.002,75.579
201,40.201,75.579
202,40.401,76.125
203,40.601,76.672
204,40.801,77.219
205,41.001,77.766
206,41.201,77.766
207,41.401,78.312
208,41.601,78.859
209,41.801,78.859
210,42.001,79.406
211,42.201,79.953
212,42.401,80.499
213,42.602,81.046
214,42.801,81.046
215,43.002,81.593
216,43.201,82.14
217,43.402,82.686
218,43.601,82.686
219,43.801,83.233
220,44.001,83.78
221,44.201,84.327
222,44.401,84.327
223,44.601,84.873
224,44.801,85.42
225,45.001,85.967
226,45.202,85.967
227,45.401,86.514
228,45.601,87.06
229,45.801,87.607
230,46.001,88.154
231,46.201,88.154
232,46.401,88.701
233,46.601,89.247
234,46.801,89.794
235,47.001,89.794
236,47.201,90.341
237,47.401,90.887
238,47.601,90.887
239,47.801,91.434
240,48.001,91.981
241,48.201,92.528
242,48.402,93.074
243,48.601,93.074
244,48.801,93.621
245,49.001,94.168
246,49.201,94.715
247,49.401,94.715
248,49.601,95.261
249,49.801,95.808
250,50.001,96.355
251,50.201,96.355
252,50.401,96.902
253,50.601,97.448
254,50.801,97.448
255,51.001,97.995
256,51.201,98.542
257,51.401,99.089
258,51.601,99.635
259,51.801,99.635
260,52.001,100.182
261,52.201,100.729
262,52.401,101.276
263,52.601,101.276
264,52.801,101.822
265,53.001,102.369
266,53.201,102.916
267,53.401,102.916
268,53.602,103.463
269,53.801,104.009
270,54.001,104.556
271,54.201,104.556
272,54.401,105.103
273,54.601,105.65
274,54.801,106.196
275,55.001,106.743
276,55.201,106.743
277,55.401,107.29
278,55.601,107.837
279,55.801,108.383
280,56.001,108.383
281,56.201,108.93
282,56.401,109.477
283,56.601,110.024
284,56.801,110.024
285,57.001,110.57
286,57.201,111.117
287,57.401,111.664
288,57.601,111.664
289,57.801,112.21
290,58.001,112.757
291,58.201,113.304
292,58.402,113.304
293,58.601,113.851
294,58.801,114.397
295,59.001,114.944
296,59.202,115.491
297,59.401,115.491
298,59.601,116.038
299,59.801,116.584
300,60.001,116.584
