,Time(sec),Position(mm)
50,10.019,13.797
51,10.219,14.343
52,10.419,14.89
53,10.619,15.437
54,10.82,15.437
55,11.019,15.984
56,11.219,16.53
57,11.419,17.077
58,11.619,17.077
59,11.819,17.624
60,12.019,18.171
61,12.22,18.717
62,12.419,18.717
63,12.619,19.264
64,12.819,19.811
65,13.019,19.811
66,13.219,20.358
67,13.419,20.904
68,13.619,21.451
69,13.819,21.451
70,14.019,21.998
71,14.219,22.545
72,14.419,23.091
73,14.619,23.091
74,14.819,23.638
75,15.019,24.185
76,15.219,24.732
77,15.419,24.732
78,15.619,25.278
79,15.819,25.825
80,16.019,25.825
81,16.219,26.372
82,16.419,26.918
83,16.619,27.465
84,16.819,28.012
85,17.019,28.012
86,17.219,28.559
87,17.419,29.105
88,17.619,29.652
89,17.819,29.652
90,18.019,30.199
91,18.219,30.746
92,18.419,30.746
93,18.619,31.292
94,18.819,31.839
95,19.019,31.839
96,19.219,32.386
97,19.419,32.933
98,19.619,33.479
99,19.819,34.026
100,20.019,34.026
101,20.219,34.573
102,20.419,35.12
103,20.619,35.666
104,20.819,35.666
105,21.019,36.213
106,21.219,36.76
107,21.419,36.76
108,21.619,37.307
109,21.819,37.853
110,22.019,38.4
111,22.219,38.4
112,22.419,38.947
113,22.619,39.494
114,22.819,40.04
115,23.02,40.587
116,23.219,40.587
117,23.419,41.134
118,23.619,41.681
119,23.82,41.681
120,24.02,42.227
121,24.22,42.774
122,24.419,42.774
123,24.619,43.321
124,24.819,43.868
125,25.019,44.414
126,25.22,44.414
127,25.419,45.508
128,25.619,45.508
129,25.82,46.055
130,26.019,46.601
131,26.219,47.148
132,26.42,47.148
133,26.619,47.695
134,26.819,48.241
135,27.019,48.241
136,27.219,48.788
137,27.419,49.335
138,27.619,49.882
139,27.819,49.882
140,28.019,50.428
141,28.219,50.975
142,28.419,51.522
143,28.619,52.069
144,28.819,52.069
145,29.019,52.615
146,29.219,53.162
147,29.419,53.709
148,29.619,54.256
149,29.819,54.256
150,30.019,54.802
151,30.219,55.349
152,30.42,55.349
153,30.619,55.896
154,30.819,56.443
155,31.019,56.989
156,31.219,56.989
157,31.419,57.536
158,31.619,58.083
159,31.819,58.63
160,32.02,59.176
161,32.219,59.723
162,32.419,59.723
163,32.62,60.27
164,32.819,60.27
165,33.019,60.817
166,33.219,61.363
167,33.419,61.91
168,33.619,61.91
169,33.819,62.457
170,34.019,63.004
171,34.219,63.55
172,34.419,63.55
173,34.619,64.097
174,34.819,64.644
175,35.019,65.191
176,35.219,65.737
177,35.419,65.737
178,35.619,66.284
179,35.819,66.831
180,36.019,66.831
181,36.219,67.378
182,36.419,67.924
183,36.619,68.471
184,36.819,68.471
185,37.019,69.018
186,37.219,69.564
187,37.419,70.111
188,37.62,70.658
189,37.819,70.658
190,38.019,71.205
191,38.219,71.751
192,38.419,72.298
193,38.619,72.298
194,38.819,72.845
195,39.019,73.392
196,39.219,73.938
197,39.419,73.938
198,39.619,74.485
199,39.819,75.032
200,40.019,75.579
201,40.219,75.579
202,40.419,76.125
203,40.619,76.672
204,40.819,77.219
205,41.019,77.219
206,41.219,77.766
207,41.419,78.312
208,41.619,78.859
209,41.819,78.859
210,42.019,79.406
211,42.219,79.953
212,42.419,80.499
213,42.619,80.499
214,42.819,81.046
215,43.019,81.593
216,43.219,82.14
217,43.419,82.14
218,43.619,82.686
219,43.82,83.233
220,44.019,83.78
221,44.219,83.78
222,44.419,84.327
223,44.619,84.873
224,44.819,85.42
225,45.019,85.967
226,45.219,85.967
227,45.419,86.514
228,45.619,87.06
229,45.819,87.607
230,46.019,87.607
231,46.219,88.154
232,46.419,88.701
233,46.619,89.247
234,46.819,89.247
235,47.019,89.794
236,47.219,90.341
237,47.419,90.887
238,47.619,90.887
239,47.819,91.434
240,48.019,91.981
241,48.219,92.528
242,48.419,93.074
243,48.619,93.074
244,48.819,93.621
245,49.019,94.168
246,49.219,94.168
247,49.419,94.715
248,49.619,95.261
249,49.82,95.808
250,50.019,95.808
251,50.219,96.355
252,50.419,96.902
253,50.619,97.448
254,50.819,97.995
255,51.019,98.542
256,51.219,98.542
257,51.419,99.089
258,51.619,99.635
259,51.819,99.635
260,52.019,100.182
261,52.219,100.729
262,52.419,101.276
263,52.619,101.276
264,52.819,101.822
265,53.019,102.369
266,53.219,102.916
267,53.419,103.463
268,53.619,103.463
269,53.819,104.009
270,54.019,104.556
271,54.22,105.103
272,54.419,105.103
273,54.619,105.65
274,54.819,106.196
275,55.019,106.196
276,55.22,106.743
277,55.419,107.29
278,55.619,107.837
279,55.819,108.383
280,56.02,108.383
281,56.219,108.93
282,56.419,109.477
283,56.619,110.024
284,56.819,110.024
285,57.019,110.57
286,57.219,111.117
287,57.42,111.664
288,57.62,111.664
289,57.819,112.21
290,58.019,112.757
291,58.219,113.304
292,58.419,113.304
293,58.619,113.851
294,58.819,114.397
295,59.019,114.944
296,59.219,115.491
297,59.419,115.491
298,59.619,116.038
299,59.819,116.584
300,60.019,117.131
301,60.219,117.131
302,60.419,117.678
303,60.619,118.225
304,60.819,118.771
305,61.019,119.318
306,61.219,119.318
307,61.419,119.865
308,61.619,120.412
309,61.819,120.958
310,62.019,120.958
311,62.219,121.505
312,62.419,122.052
313,62.619,122.599
314,62.819,122.599
315,63.019,123.145
316,63.219,123.692
317,63.42,124.239
318,63.62,124.239
319,63.819,124.786
320,64.019,125.332
321,64.219,125.879
322,64.419,126.426
323,64.619,126.426
324,64.819,126.973
325,65.019,127.519
326,65.219,127.519
327,65.419,128.066
328,65.619,128.613
329,65.819,129.16
330,66.019,129.706
331,66.219,129.706
332,66.419,130.253
333,66.619,130.8
334,66.819,131.347
335,67.019,131.347
336,67.219,131.893
337,67.419,132.44
338,67.619,132.987
339,67.819,132.987
340,68.019,133.533
341,68.219,134.08
342,68.419,134.627
343,68.619,134.627
344,68.819,135.174
345,69.019,135.72
346,69.219,136.267
347,69.419,136.267
348,69.619,136.814
349,69.819,137.361
350,70.019,137.907
351,70.219,137.907
352,70.419,138.454
353,70.619,139.001
354,70.82,139.548
355,71.019,140.094
356,71.219,140.094
357,71.419,140.641
358,71.619,141.188
359,71.819,141.735
360,72.019,142.281
361,72.219,142.281
362,72.419,142.828
363,72.619,143.375
364,72.819,143.375
365,73.019,143.922
366,73.219,144.468
367,73.419,145.015
368,73.619,145.015
369,73.819,145.562
370,74.02,146.109
371,74.219,146.655
372,74.419,146.655
373,74.619,147.202
374,74.819,147.749
375,75.019,148.296
376,75.219,148.842
377,75.419,148.842
378,75.619,149.389
379,75.819,149.936
380,76.019,150.483
381,76.219,150.483
382,76.419,151.029
383,76.619,151.576
384,76.819,152.123
385,77.019,152.67
386,77.219,152.67
387,77.419,153.216
388,77.619,153.763
389,77.819,154.31
390,78.019,154.31
391,78.219,154.856
392,78.419,155.403
393,78.619,155.95
394,78.82,155.95
395,79.019,156.497
396,79.219,157.043
397,79.419,157.59
398,79.619,158.137
399,79.82,158.137
400,80.019,158.684
401,80.219,159.23
402,80.42,159.777
403,80.619,159.777
404,80.819,160.324
405,81.019,160.871
406,81.219,161.417
407,81.419,161.417
408,81.619,161.964
409,81.819,162.511
410,82.019,163.058
411,82.219,163.058
412,82.419,163.604
413,82.619,164.151
414,82.819,164.698
415,83.019,164.698
416,83.219,165.245
417,83.419,165.791
418,83.619,166.338
419,83.819,166.885
420,84.019,166.885
421,84.219,167.432
422,84.419,167.978
423,84.619,168.525
424,84.82,168.525
425,85.019,169.072
426,85.219,169.619
427,85.42,170.165
428,85.619,170.165
429,85.819,170.712
430,86.019,171.259
431,86.219,171.806
432,86.419,171.806
433,86.619,172.352
434,86.819,172.899
435,87.019,173.446
436,87.219,173.992
437,87.419,173.992
438,87.619,174.539
439,87.819,175.086
440,88.019,175.086
441,88.219,175.633
442,88.42,176.179
443,88.619,176.726
444,88.819,177.273
445,89.019,177.273
446,89.219,177.82
447,89.419,178.366
448,89.619,178.366
449,89.819,178.913
450,90.019,179.46
451,90.219,180.007
452,90.419,180.553
453,90.619,180.553
454,90.819,181.1
455,91.019,181.647
456,91.219,182.194
457,91.419,182.194
458,91.619,182.74
459,91.82,183.287
460,92.019,183.287
461,92.219,183.834
462,92.419,184.381
463,92.619,184.927
464,92.819,185.474
465,93.019,185.474
466,93.219,186.021
467,93.419,186.568
468,93.619,187.114
469,93.819,187.114
470,94.019,187.661
471,94.219,188.208
472,94.419,188.755
473,94.619,188.755
