Motion Through Fluids Experiment Wed, Mar 02, 2022 9:58 AM
Time(sec)	Position(mm)
40.002	75.579
40.201	75.579
40.401	76.125
40.601	76.672
40.801	77.219
41.001	77.766
41.201	77.766
41.401	78.312
41.601	78.859
41.801	78.859
42.001	79.406
42.201	79.953
42.401	80.499
42.602	81.046
42.801	81.046
43.002	81.593
43.201	82.140
43.402	82.686
43.601	82.686
43.801	83.233
44.001	83.780
44.201	84.327
44.401	84.327
44.601	84.873
44.801	85.420
45.001	85.967
45.202	85.967
45.401	86.514
45.601	87.060
45.801	87.607
46.001	88.154
46.201	88.154
46.401	88.701
46.601	89.247
46.801	89.794
47.001	89.794
47.201	90.341
47.401	90.887
47.601	90.887
47.801	91.434
48.001	91.981
48.201	92.528
48.402	93.074
48.601	93.074
48.801	93.621
49.001	94.168
49.201	94.715
49.401	94.715
49.601	95.261
49.801	95.808
50.001	96.355
50.201	96.355
50.401	96.902
50.601	97.448
50.801	97.448
51.001	97.995
51.201	98.542
51.401	99.089
51.601	99.635
51.801	99.635
52.001	100.182
52.201	100.729
52.401	101.276
52.601	101.276
52.801	101.822
53.001	102.369
53.201	102.916
53.401	102.916
53.602	103.463
53.801	104.009
54.001	104.556
54.201	104.556
54.401	105.103
54.601	105.650
54.801	106.196
55.001	106.743
55.201	106.743
55.401	107.290
55.601	107.837
55.801	108.383
56.001	108.383
56.201	108.930
56.401	109.477
56.601	110.024
56.801	110.024
57.001	110.570
57.201	111.117
57.401	111.664
57.601	111.664
57.801	112.210
58.001	112.757
58.201	113.304
58.402	113.304
58.601	113.851
58.801	114.397
59.001	114.944
59.202	115.491
59.401	115.491
59.601	116.038
59.801	116.584
60.001	116.584
60.201	117.131
60.401	117.678
60.601	118.225
60.801	118.771
61.001	118.771
61.201	119.318
61.401	119.865
61.601	120.412
61.801	120.412
62.001	120.958
62.201	121.505
62.401	122.052
62.601	122.052
62.802	122.599
63.001	123.145
63.201	123.692
63.401	124.239
63.601	124.239
63.801	124.786
64.001	125.332
64.201	125.879
64.409	125.879
64.601	126.426
64.801	126.973
65.001	127.519
65.201	127.519
65.409	128.066
65.601	128.613
65.801	129.160
66.002	129.706
66.201	129.706
66.410	130.253
66.601	130.800
66.801	131.347
67.001	131.347
67.201	131.893
67.401	132.440
67.601	132.440
67.801	132.987
68.001	133.533
68.201	134.080
68.402	134.080
68.601	134.627
68.801	135.174
69.001	135.720
69.201	136.267
69.401	136.267
69.602	136.814
69.801	137.361
70.001	137.907
70.201	137.907
70.401	138.454
70.601	139.001
70.801	139.548
71.001	139.548
71.201	140.094
71.401	140.641
71.601	141.188
71.801	141.188
72.001	141.735
72.201	142.281
72.401	142.828
72.601	142.828
72.801	143.375
73.001	143.922
73.201	144.468
73.402	144.468
73.601	145.015
73.802	145.562
74.001	146.109
74.201	146.655
74.401	146.655
74.602	147.202
74.801	147.749
75.001	148.296
75.201	148.296
75.401	148.842
75.601	149.389
75.801	149.389
76.001	149.936
76.201	150.483
76.401	151.029
76.612	151.576
76.801	151.576
77.002	152.123
77.201	152.670
77.401	153.216
77.612	153.216
77.801	153.763
78.001	154.310
78.201	154.856
78.401	154.856
78.601	155.403
78.801	155.950
79.001	156.497
79.201	157.043
79.401	157.043
79.611	157.590
79.801	158.137
80.001	158.684
80.201	158.684
80.401	159.230
80.611	159.777
80.801	160.324
81.001	160.324
81.201	160.871
81.401	161.417
81.601	161.964
81.801	161.964
82.001	162.511
82.201	163.058
82.402	163.058
82.601	163.604
82.802	164.151
83.001	164.698
83.201	165.245
83.401	165.791
83.601	165.791
83.801	166.338
84.001	166.885
84.201	167.432
84.401	167.432
84.601	167.978
84.801	168.525
85.001	169.072
85.201	169.619
85.401	169.619
85.601	170.165
85.801	170.712
86.001	171.259
86.201	171.259
86.401	171.806
86.601	172.352
86.801	172.899
87.001	172.899
87.201	173.446
87.401	173.992
87.601	174.539
87.801	174.539
88.001	175.086
88.201	175.633
88.401	176.179
88.601	176.179
88.801	176.726
89.001	177.273
89.201	177.820
89.402	178.366
89.602	178.366
89.801	178.913
90.001	179.460
90.201	180.007
90.401	180.007
90.601	180.553
90.801	181.100
91.001	181.100
91.201	181.647
91.401	182.194
91.601	182.740
91.801	182.740
92.001	183.287
92.201	183.834
92.402	184.381
92.601	184.927
92.801	184.927
93.001	185.474
93.201	186.021
93.401	186.568
93.601	186.568
93.801	187.114
94.001	187.661
94.201	187.661
94.401	188.208
94.601	188.755
94.801	189.301
95.001	189.301
95.201	189.848
95.401	190.395
95.602	190.942
95.801	191.488
96.001	191.488
96.201	192.035
96.401	192.582
96.601	193.129
96.802	193.129
97.001	193.675
97.201	194.222
97.401	194.769
97.601	195.316
97.801	195.316
98.001	195.862
98.201	196.409
98.401	196.409
98.601	196.956
98.801	197.502
99.001	198.049
99.201	198.049
99.401	198.596
99.601	199.143
99.801	199.689
100.001	199.689
100.202	200.236
100.401	200.783
100.601	201.330
100.801	201.330
101.001	201.876
101.201	202.423
101.401	202.970
101.601	202.970
101.801	203.517
102.001	204.063
102.201	204.610
102.401	205.157
102.601	205.157
102.801	205.704
103.001	206.250
103.201	206.797
103.401	206.797
103.601	207.344
103.801	207.891
104.001	208.437
104.201	208.437
104.401	208.984
104.601	209.531
104.801	210.078
105.001	210.078
105.201	210.624
105.401	211.171
105.601	211.718
105.801	211.718
106.001	212.265
106.201	212.811
106.401	213.358
106.601	213.358
106.801	213.905
107.001	214.452
107.201	214.998
107.401	214.998
107.601	215.545
107.802	216.092
108.001	216.638
108.201	216.638
108.401	217.185
108.601	217.732
108.801	217.732
109.001	218.279
109.201	218.825
109.401	219.372
109.601	219.919
109.801	219.919
110.001	220.466
110.201	221.012
110.401	221.559
110.601	221.559
110.801	222.106
111.001	222.653
111.201	223.199
111.401	223.746
111.601	223.746
111.801	224.293
112.001	224.293
112.201	224.840
112.401	225.386
112.601	225.933
112.801	225.933
113.003	226.480
113.202	227.027
113.401	227.573
113.601	228.120
113.801	228.120
114.001	228.667
114.201	229.214
114.401	229.760
114.601	229.760
114.801	230.307
115.001	230.854
115.201	230.854
115.401	231.401
115.601	231.947
115.801	232.494
116.001	232.494
116.202	233.041
116.401	233.588
116.601	234.134
116.801	234.134
117.003	234.681
117.201	235.228
117.401	235.775
117.602	235.775
117.801	236.321
118.001	236.868
118.201	237.415
118.401	237.415
118.601	237.962
118.801	238.508
119.001	238.508
119.201	239.055
119.401	239.602
119.601	240.148
119.801	240.148
120.001	240.695
120.201	241.242
120.401	241.789
120.601	242.335
120.801	242.335
121.001	242.882
121.201	243.429
121.401	243.976
121.601	243.976
121.801	244.522
122.001	245.069
122.201	245.069
122.401	245.616
122.602	246.163
122.801	246.709
123.001	246.709
123.201	247.256
123.401	247.803
123.601	248.350
123.801	248.350
124.001	248.896
124.201	249.443
124.401	249.990
124.601	249.990
124.801	250.537
125.001	250.537
125.201	251.083
125.401	251.630
125.601	252.177
125.801	252.724
126.001	252.724
126.201	253.270
126.401	253.817
126.602	253.817
126.801	254.364
127.001	0.000
127.201	255.457
127.401	0.000
127.601	0.000
127.801	0.000
128.001	0.000
128.201	0.000
128.401	0.000
128.601	0.000
128.801	0.000
129.001	0.000
129.201	0.000
129.401	0.000
129.601	0.000
129.801	0.000
130.001	0.000
130.202	0.000
130.401	0.000
130.601	0.000
130.801	0.000
131.001	0.000
131.201	0.000
131.401	0.000
131.601	0.000
131.801	0.000
132.002	0.000
132.206	0.000
132.401	0.000
132.601	0.000
132.801	0.000
133.001	0.000
133.205	0.000
133.401	0.000
133.601	0.000
133.801	0.000
134.001	0.000
134.201	0.000
134.401	0.000
134.601	0.000
134.801	0.000
135.001	0.000
135.201	0.000
135.401	0.000
135.601	0.000
135.801	0.000
136.001	0.000
