Motion Through Fluids Experiment Wed, Mar 02, 2022 9:50 AM
Time(sec)	Position(mm)
0.007	0.000
0.107	0.675
0.157	1.222
0.207	1.768
0.257	3.409
0.307	5.049
0.357	6.689
0.407	7.782
0.457	9.423
0.507	10.516
0.557	11.610
0.607	13.250
0.657	14.343
0.707	15.984
0.757	17.077
0.807	18.717
0.857	19.811
0.907	21.451
0.957	22.545
1.007	24.185
1.057	25.278
1.107	26.918
1.157	28.012
1.207	29.652
1.257	31.292
1.307	32.386
1.357	34.573
1.407	35.120
1.457	36.760
1.507	37.853
1.557	39.494
1.607	40.587
1.657	42.227
1.707	43.321
1.757	44.961
1.807	46.055
1.857	47.695
1.907	48.788
1.958	50.428
2.007	52.069
2.057	53.162
2.108	54.802
2.157	55.896
2.207	57.536
2.257	58.630
2.307	60.270
2.357	61.363
2.407	63.004
2.457	64.097
2.507	65.737
2.557	67.378
2.607	68.471
2.657	70.111
2.707	71.751
2.757	72.845
2.807	74.485
2.857	75.579
2.907	77.219
2.957	78.312
3.007	79.406
3.057	81.593
3.107	82.140
3.157	84.327
3.207	85.420
3.257	86.514
3.308	88.154
3.357	89.247
3.407	90.887
3.457	92.528
3.507	93.621
3.557	95.261
3.607	96.355
3.657	97.995
3.707	99.089
3.758	100.729
3.807	102.369
3.857	103.463
3.907	105.103
3.957	106.196
4.007	107.837
4.058	108.930
4.107	110.570
4.157	112.210
4.207	113.304
4.257	114.944
4.307	116.038
4.357	117.131
4.407	118.771
4.457	120.412
4.507	121.505
4.557	123.145
4.607	124.239
4.657	125.879
4.707	126.973
4.757	128.613
4.807	129.706
4.857	131.347
4.907	132.440
4.957	134.080
5.007	135.174
5.057	136.267
5.107	137.907
5.157	139.001
5.207	141.188
5.257	142.281
5.307	143.375
5.357	145.015
5.407	146.109
5.457	147.749
5.507	149.389
5.557	151.029
5.607	152.123
5.657	153.763
5.707	154.856
5.757	155.950
5.807	157.590
5.857	158.684
5.907	160.324
5.957	161.964
6.007	163.058
6.057	164.698
6.107	165.791
6.157	167.432
6.207	168.525
6.257	170.165
6.307	171.259
6.357	172.899
6.407	173.992
6.457	175.633
6.507	177.273
6.557	178.366
6.607	180.007
6.657	181.100
6.707	182.740
6.757	184.381
6.807	185.474
6.857	187.114
6.907	187.661
6.957	189.848
7.007	190.942
7.057	192.582
7.107	193.675
7.157	195.316
7.207	196.409
7.257	198.049
7.307	199.143
7.357	200.783
7.407	201.876
7.457	203.517
7.507	204.610
7.557	206.250
7.607	207.344
7.657	208.984
7.707	210.078
7.757	211.718
7.807	212.811
7.857	214.452
7.907	215.545
7.957	217.185
8.007	218.279
8.057	219.919
8.107	221.559
8.157	222.653
8.207	224.293
8.257	225.386
8.307	227.027
8.357	228.120
8.407	229.760
8.457	230.854
8.507	231.947
8.557	233.041
8.607	234.681
8.657	236.321
8.708	237.962
8.757	239.055
8.807	240.695
8.857	241.789
8.907	243.429
8.957	244.522
9.007	246.163
9.057	247.256
9.108	248.896
9.157	249.990
9.207	251.630
9.257	252.724
9.307	254.364
9.357	254.911
9.407	0.000
9.457	0.000
9.507	0.000
9.557	0.000
9.608	0.000
9.657	0.000
9.707	0.000
9.757	0.000
9.807	0.000
9.857	0.000
9.907	0.000
9.957	0.000
10.007	0.000
