Motion Through Fluids Experiment Wed, Mar 02, 2022 10:04 AM
Time(sec)	Position(mm)
0.056	0.000
0.256	0.000
0.456	0.000
0.656	0.000
0.856	0.000
1.056	0.000
1.256	0.000
1.456	0.000
1.656	0.000
1.856	1.768
2.056	3.409
2.256	5.049
2.456	6.142
2.656	7.782
2.856	9.423
3.056	11.063
3.256	12.156
3.456	13.797
3.656	15.437
3.856	17.077
4.056	18.171
4.256	19.811
4.456	21.451
4.656	23.091
4.856	24.732
5.056	26.372
5.256	27.465
5.456	29.105
5.656	30.746
5.856	32.386
6.056	33.479
6.256	35.120
6.456	36.760
6.656	38.400
6.856	40.040
7.056	41.681
7.256	43.321
7.456	44.414
7.656	46.055
7.857	47.695
8.056	49.335
8.256	50.975
8.456	52.615
8.656	53.709
8.856	55.349
9.056	56.989
9.256	58.630
9.456	59.723
9.657	61.363
9.856	63.004
10.056	64.644
10.256	66.284
10.456	67.378
10.656	69.018
10.856	70.658
11.056	72.298
11.256	73.938
11.457	75.032
11.656	77.219
11.856	78.312
12.056	79.953
12.256	81.593
12.457	83.233
12.657	84.873
12.856	86.514
13.056	87.607
13.256	89.247
13.456	90.887
13.657	92.528
13.856	93.621
14.056	95.261
14.256	96.902
14.456	98.542
14.657	100.182
14.856	101.276
15.056	102.916
15.256	104.556
15.456	106.196
15.656	107.837
15.856	108.930
16.056	110.570
16.256	112.210
16.456	113.851
16.656	115.491
16.856	116.584
17.056	118.225
17.256	119.865
17.456	121.505
17.656	123.145
17.856	124.239
18.056	126.426
18.256	127.519
18.456	129.160
18.656	130.800
18.856	132.440
19.056	134.080
19.256	135.174
19.456	136.814
19.656	138.454
19.856	140.094
20.056	141.188
20.256	142.828
20.457	144.468
20.656	146.109
20.856	147.749
21.056	148.842
21.256	150.483
21.456	152.123
21.656	153.763
21.856	154.856
22.056	156.497
22.256	158.137
22.456	159.777
22.656	161.417
22.856	163.058
23.056	164.151
23.256	165.791
23.456	167.432
23.656	168.525
23.856	170.165
24.056	171.806
24.256	173.446
24.456	175.086
24.656	176.726
24.856	177.820
25.056	179.460
25.256	181.100
25.456	182.740
25.656	184.381
25.856	185.474
26.056	187.114
26.256	188.755
26.456	190.395
26.656	192.035
26.856	193.675
27.056	195.316
27.256	196.409
27.456	198.049
27.656	199.143
27.856	200.783
28.056	202.423
28.256	204.063
28.456	205.704
28.656	207.344
28.856	208.437
29.056	210.078
29.256	211.718
29.456	213.358
29.656	214.452
29.856	216.092
30.056	217.732
30.256	219.372
30.456	220.466
30.656	222.106
30.856	223.746
31.056	225.386
31.256	227.027
31.456	228.120
31.656	229.760
31.856	231.401
32.056	233.041
32.256	234.134
32.456	235.775
32.656	237.415
32.856	239.055
33.056	240.695
33.256	241.789
33.456	243.429
33.656	245.069
33.856	246.709
34.056	247.803
34.256	249.443
34.456	251.083
34.656	252.724
34.856	253.817
35.056	0.000
35.256	0.000
35.456	0.000
35.656	0.000
35.856	0.000
36.056	0.000
36.256	0.000
36.456	0.000
36.656	0.000
36.856	0.000
37.056	0.000
37.256	0.000
37.456	0.000
37.656	0.000
37.856	0.000
38.056	0.000
38.257	0.000
38.456	0.000
38.656	0.000
38.856	0.000
39.056	0.000
39.256	0.000
39.456	0.000
39.656	0.000
39.856	0.000
