Motion Through Fluids Experiment Wed, Mar 02, 2022 10:01 AM
Time(sec)	Position(mm)
77.819	154.310
78.019	154.310
78.219	154.856
78.419	155.403
78.619	155.950
78.820	155.950
79.019	156.497
79.219	157.043
79.419	157.590
79.619	158.137
79.820	158.137
80.019	158.684
80.219	159.230
80.420	159.777
80.619	159.777
80.819	160.324
81.019	160.871
81.219	161.417
81.419	161.417
81.619	161.964
81.819	162.511
82.019	163.058
82.219	163.058
82.419	163.604
82.619	164.151
82.819	164.698
83.019	164.698
83.219	165.245
83.419	165.791
83.619	166.338
83.819	166.885
84.019	166.885
84.219	167.432
84.419	167.978
84.619	168.525
84.820	168.525
85.019	169.072
85.219	169.619
85.420	170.165
85.619	170.165
85.819	170.712
86.019	171.259
86.219	171.806
86.419	171.806
86.619	172.352
86.819	172.899
87.019	173.446
87.219	173.992
87.419	173.992
87.619	174.539
87.819	175.086
88.019	175.086
88.219	175.633
88.420	176.179
88.619	176.726
88.819	177.273
89.019	177.273
89.219	177.820
89.419	178.366
89.619	178.366
89.819	178.913
90.019	179.460
90.219	180.007
90.419	180.553
90.619	180.553
90.819	181.100
91.019	181.647
91.219	182.194
91.419	182.194
91.619	182.740
91.820	183.287
92.019	183.287
92.219	183.834
92.419	184.381
92.619	184.927
92.819	185.474
93.019	185.474
93.219	186.021
93.419	186.568
93.619	187.114
93.819	187.114
94.019	187.661
94.219	188.208
94.419	188.755
94.619	188.755
94.819	189.301
95.019	189.848
95.219	190.395
95.419	190.395
95.619	190.942
95.819	191.488
96.019	192.035
96.219	192.582
96.419	192.582
96.619	193.129
96.819	193.675
97.019	194.222
97.219	194.222
97.419	194.769
97.619	195.316
97.819	195.316
98.019	195.862
98.219	196.409
98.419	196.956
98.619	197.502
98.819	197.502
99.019	198.049
99.219	198.596
99.419	199.143
99.620	199.689
99.819	199.689
100.019	200.236
100.219	200.783
100.419	201.330
100.619	201.330
100.819	201.876
101.019	201.876
101.219	202.423
101.419	202.970
101.620	203.517
101.819	204.063
102.019	204.063
102.219	204.610
102.420	205.157
102.619	205.704
102.819	206.250
103.019	206.250
103.219	206.797
103.419	207.344
103.619	207.344
103.819	207.891
104.019	208.437
104.219	208.984
104.419	208.984
104.619	209.531
104.819	210.078
105.019	210.624
105.219	211.171
105.419	211.171
105.619	211.718
105.819	212.265
106.019	212.811
106.219	212.811
106.419	213.358
106.619	213.905
106.819	214.452
107.019	214.452
107.219	214.998
107.419	215.545
107.619	216.092
107.819	216.092
108.019	216.638
108.219	217.185
108.419	217.732
108.619	217.732
108.819	218.279
109.019	218.825
109.220	218.825
109.419	219.372
109.619	219.919
109.819	220.466
110.019	221.012
110.219	221.012
110.419	221.559
110.619	222.106
110.819	222.653
111.019	222.653
111.220	223.199
111.419	223.746
111.619	223.746
111.819	224.293
112.019	224.840
112.219	225.386
112.419	225.386
112.619	225.933
112.819	226.480
113.019	227.027
113.219	227.573
113.419	227.573
113.619	228.120
113.819	228.667
114.019	228.667
114.219	229.214
114.419	229.760
114.619	230.307
114.819	230.307
115.019	230.854
115.219	231.401
115.419	231.947
115.619	231.947
115.819	232.494
116.019	233.041
116.219	233.588
116.419	233.588
116.619	234.134
116.819	234.681
117.020	234.681
117.219	235.228
117.419	235.775
117.619	236.321
117.819	236.868
118.019	236.868
118.219	237.415
118.419	237.962
118.619	238.508
118.819	238.508
119.019	239.055
119.219	239.602
119.419	239.602
119.619	240.148
119.819	240.695
120.019	241.242
120.219	241.242
120.419	241.789
120.619	242.335
120.819	242.882
121.019	242.882
121.219	243.429
121.419	243.976
121.619	244.522
121.819	244.522
122.019	245.069
122.219	245.616
122.419	246.163
122.619	246.709
122.819	246.709
123.019	247.256
123.219	247.256
123.419	247.803
123.619	248.350
123.819	248.896
124.019	248.896
124.219	249.443
124.419	249.990
124.619	250.537
124.819	250.537
125.020	251.083
125.219	251.083
125.419	251.630
125.619	252.177
125.819	252.724
126.019	252.724
126.219	253.817
126.419	253.817
126.619	254.364
126.819	254.911
127.019	254.911
127.219	255.457
127.419	255.457
127.619	0.000
127.819	0.000
128.020	0.000
128.219	0.000
128.419	0.000
128.619	0.000
128.819	0.000
129.019	0.000
129.219	0.000
129.419	0.000
129.619	0.000
129.819	0.000
